road,id,model_type,condition,name,lat,lon,length
N1,1000328,bridge,A,SUPUYA BOX CULVERT,23.2897066386454,91.2929584711155,13.4
N1,1000329,link,Z,Km post missing,23.283583,91.2952219,747.5912726570301
N1,1000330,bridge,B,BOWCHI BAZAR CULVERT,23.2821949258397,91.2966655096899,4.6
N1,1000331,link,Z,Box culvert,23.2787216,91.3002778,224.33559002663796
N1,1000332,link,Z,Km post missing,23.2768882,91.3011944,995.218148998382
N1,1000333,bridge,B,AMAN GONG SLAB CULVERT,23.27301895,91.3029661882,6.3
N1,1000334,link,Z,Km post missing,23.2686382,91.3049722,385.66430094383026
N1,1000335,link,Z,Box culvert,23.2654444,91.3064444,200.12118107016482
N1,1000336,link,Z,Box culvert,23.2636667,91.30675,399.0242652748181
N1,1000337,link,Z,Km post missing,23.2601111,91.3072778,1001.1948428888328
N1,1000338,bridge,B,NOWA PARA BOX CULVERT,23.2576429774881,91.3076156494075,3.6
N1,1000339,bridge,B,RANGOWATIA 2 CULVERT,23.25941665,91.3073611,3.0
N1,1000340,bridge,B,RANGAMATIA (1) BOX CULVERT,23.2618360940594,91.3070217386138,3.0
N1,1000341,link,Z,Km post missing,23.2511944,91.3086389,360.11405228420745
N1,1000342,bridge,B,HARISHARDE CULVERT,23.2527463398104,91.3083926405213,4.5
N1,1000343,link,Z,Bridge end,23.2481663,91.3098889,342.63349358972687
N1,1000344,link,Z,Box culvert,23.2452774,91.3110556,259.3822227696089
N1,1000345,bridge,B,SONAGATI BOX CULVERT,23.2443915125925,91.3114032292592,2.5
N1,1000346,link,Z,Km post missing,23.243083,91.3119167,984.3673270239461
N1,1000347,bridge,B,BALUJURI BOX CULVERT,23.2429040619631,91.3119739539877,19.2
N1,1000348,bridge,A,BALUZURI 2 CULVERT,23.2397920309669,91.3125740860465,2.6
N1,1000349,link,Z,Km post missing,23.2343052,91.3131667,312.05337677539916
N1,1000350,bridge,A,KALIR BAZAR BOX CULVERT,23.2360759516523,91.3129901976744,2.5
N1,1000351,link,Z,Box culvert,23.2314993,91.3132222,680.5243408960008
N1,1000352,bridge,B,KALIA BAZER BOC CULVERT,23.2289195919642,91.3134220678571,3.1
N1,1000353,link,Z,Km post missing,23.2253882,91.3135833,770.4214729501846
N1,1000354,bridge,B,CHAUDDAGARAM BOX CULVERT,23.2259184472573,91.3135697177215,2.6
N1,1000355,bridge,A,CHADDAGRAM BAZAR BOX CULVERT,23.2220338977777,91.3137005933333,6.0
N1,1000356,link,Z,Box culvert,23.2184993,91.3143889,222.75785466492601
N1,1000357,link,Z,Km post missing,23.2165556,91.3149167,969.7109475719185
N1,1000358,bridge,B,HAYDAR POLE BOX CULVERT,23.2131955721448,91.3153497403899,14.3
N1,1000359,link,Z,Km post missing,23.2078889,91.3159722,991.5473648020253
N1,1000360,bridge,A,FALGUNCORA CULVERT,23.2050386287937,91.3163167282749,6.1
N1,1000361,link,Z,Km post missing,23.1990274,91.3170549,920.3848001306542
N1,1000362,bridge,A,ATTOCK GRAM BOX CULVERT,23.1961887953757,91.3176705069364,6.1
N1,1000363,link,Z,Km post missing,23.1909997,91.3192493,530.2128075406293
N1,1000364,link,Z,Bridge end,23.1866108,91.3212771,442.1796614424624
N1,1000365,bridge,C,BOSONTA PUR BOX CULVERT,23.1874350254302,91.3209051317399,6.1
N1,1000366,link,Z,Km post missing,23.1826382,91.3210827,1082.5501138059903
N1,1000367,bridge,B,BASHONTA PUR (2),23.1817958149837,91.3208787514658,9.5
N1,1000368,link,Z,Ctg 133 km,23.172916,91.3205271,547.200827336623
N1,1000369,bridge,B,NANKORA BOX CULVERT,23.1726272318681,91.3205774642857,3.1
N1,1000370,link,Z,Bridge end,23.1680549,91.3213604,435.670795115974
N1,1000371,link,Z,Km post missing,23.1641389,91.3214993,986.7474462884945
N1,1000372,bridge,A,ANDAJER BAZER BOX CULVERT,23.1635138669191,91.3215889464646,9.5
N1,1000373,link,Z,Km post missing,23.1554167,91.3232771,885.2358199236588
N1,1000374,bridge,B,DIMATOLI (1) BOX CULVERT,23.1527364949367,91.3243178772152,6.3
N1,1000375,link,Z,Box culvert,23.1480274,91.3264993,97.79324241879432
N1,1000376,link,Z,Km post missing,23.1471663,91.3266938,995.3664806534222
N1,1000377,bridge,B,DIMATOLY (2) BOX CULVERT,23.1436667679334,91.3266680470308,3.5
N1,1000378,link,Z,Km post missing,23.1382219,91.3263049,986.4931937555739
N1,1000379,bridge,B,JAGARNATHPUR BOX CULVERT,23.1389893200345,91.3263585348877,6.1
N1,1000380,link,Z,Km post missing,23.1295827,91.3284993,728.2825772713541
N1,1000381,bridge,B,JAGOT PUR BOX CULVERT,23.1332639685968,91.327546416481,3.0
N1,1000382,link,Z,Box culvert,23.1234993,91.3311382,258.51098748596013
N1,1000383,bridge,A,HASO BOTHACH BOX CULVERT,23.1252363577777,91.3303863688888,6.5
N1,1000384,link,Z,Km post missing,23.1213327,91.3320549,265.6913813830176
N1,1000385,link,Z,"Ctg 127 km,Feni 16 km",23.1191382,91.3330827,990.4971245133898
N1,1000386,bridge,B,KAKKARA CULVERT,23.1158251554,91.335094485,5.3
N1,1000387,bridge,B,FOKIR BAZAR SLAB CULVERT,23.1196973774193,91.3328165129032,4.5
N1,1000388,link,Z,Km post missing,23.1113611,91.3378052,784.357628674511
N1,1000389,link,Z,Box culvert,23.1051111,91.3413608,200.89443320833266
N1,1000390,bridge,A,Chanara Box Culvert,23.1074284451388,91.3400495436111,6.1
N1,1000391,link,Z,Km post missing,23.1035,91.3422497,979.2979592645255
N1,1000392,bridge,B,CHANGARPULL(II) BOX CULVERT,23.1017563206521,91.343162998913,3.1
N1,1000393,link,Z,Km post missing,23.095583,91.3464441,996.2548101744713
N1,1000394,bridge,B,ADONCORA,23.0973512527272,91.3454956309091,9.5
N1,1000395,bridge,A,PODOYA BOX CULVERT,23.0930298369186,91.3478308386627,3.1
N1,1000396,link,Z,Km post missing,23.0876108,91.3508889,335.1598657441866
N1,1000397,bridge,B,FOEALTPARA BOX CULVERT,23.0870753710144,91.3512101492753,9.25
N1,1000398,link,Z,Box culvertt,23.0849719,91.3524722,523.8392484618606
N1,1000399,link,Z,Bridge start,23.0808049,91.3548611,15.007480370629768
N1,1000400,bridge,A,UTTOR KAIEATI CULVERT,23.0819909531309,91.3541811474383,3.5
N1,1000401,link,Z,Bridge end,23.0806938,91.3549444,184.57343831428082
N1,1000402,link,Z,Ctg 122 km,23.0792493,91.3558333,985.1830489728923
N1,1000403,bridge,B,KOKALI BOX CULVERT,23.0779647046997,91.3566005031331,14.2
N1,1000404,link,Z,Km post missing,23.0712493,91.3599722,276.4926315248715
N1,1000405,bridge,B,DUTHOSHA BOX CULVERT,23.070198184,91.3603022,6.1
N1,1000406,link,Z,Start of Feni road Division / Start of Feni road Division,23.0688604,91.3607222,582.0382596272461
N1,1000407,link,Z,Box Culvert,23.0636944,91.3616389,18.525074778985346
N1,1000408,link,Z,Ctg 103 km,23.0635278,91.3616389,1095.8169124733008
N1,1000409,bridge,B,MOHAMMAD ALI MAZAR,23.0607473333333,91.3618624619047,4.0
N1,1000410,link,Z,Ctg 102 km,23.0538611,91.3637222,1002.5573428617755
N1,1000411,link,Z,Ctg 101 km,23.0449719,91.3653611,244.16608145743996
N1,1000412,link,Z,Box culvert,23.0427774,91.3654444,330.9334523100862
N1,1000413,link,Z,Rail Road Crossing,23.0398052,91.3656111,420.31257713498354
N1,1000414,bridge,A,FATAPUR BOX CULVERT,23.0379728055555,91.3656784724359,10.8
N1,1000415,link,Z,Km post missing,23.0360274,91.36575,1007.2839449191423
N1,1000416,link,Z,"Ctg 99 km,Feni 3 km",23.0269716,91.3655,237.85184328577293
N1,1000417,bridge,A,DEBIPUR SLAB CULVERT,23.0269801170731,91.3655004839721,1.6
N1,1000418,link,Z,Road to Biroli (Z1030),23.0248327,91.3655278,747.9121404596016
N1,1000419,link,Z,"Ctg 98 km,Feni 2 km",23.0193604,91.3697771,142.32496168094818
N1,1000420,link,Z,Box culvert,23.0185271,91.3708327,721.6410971564712
N1,1000421,link,Z,Box culvert,23.0140833,91.3759716,133.87520084867612
N1,1000422,link,Z,Km post missing,23.0132778,91.3769438,1998.963954534788
N1,1000423,bridge,A,CHARIPUR CULVERT.,23.0124048410423,91.3779796149837,3.4
N1,1000424,link,Z,Ctg 95 km,23.0018889,91.3920552,1001.6599132539068
N1,1000425,bridge,A,RAMPUR BOX CULVERT,22.999248756,91.3957752,1.5
N1,1000426,link,Z,Km post missing,22.9963886,91.3998052,74.33431845161775
N1,1000427,link,Z,Bridge start,22.9961941,91.4005,23.01517402232766
N1,1000428,link,Z,Bridge end,22.9960552,91.4006667,897.57508694061
N1,1000429,bridge,B,Rampur Bridge(L),22.9947280792802,91.4022894900763,22.86
N1,1000430,bridge,A,Rampur Bridge(R),22.9945936133042,91.4024539137404,22.15
N1,1000431,bridge,A,RAMPUR BRIDGE,22.9947280792802,91.4022894900763,23.4
N1,1000432,link,Z,"Ctg 93 km,Lalpole 1 km",22.9906941,91.4072222,431.3205186216557
N1,1000433,bridge,A,.,22.9927169359869,91.4047486961832,1.9
N1,1000434,link,Z,Road to Feni Town (Z1034),22.9877774,91.41,297.3013401329205
N1,1000435,link,Z,Road to Sonagazi (Z1034),22.9858886,91.4120556,251.89795925452788
N1,1000436,link,Z,Ctg 91 km,22.9842219,91.4137222,1030.188124767654
N1,1000437,link,Z,Ctg 91 km,22.9774438,91.4205827,988.4437283501411
N1,1000438,link,Z,Km post missing,22.9711382,91.4273882,997.0563908836276
N1,1000439,link,Z,Km post missing,22.9663333,91.4356108,759.9831007031479
N1,1000440,link,Z,Bridge start,22.9624167,91.4416941,106.86642667056385
N1,1000441,link,Z,Bridge end,22.9618056,91.4424997,115.45473844599923
N1,1000442,link,Z,Km post missing,22.9611667,91.4433886,1024.8601084516645
N1,1000443,bridge,B,LAMUA BRIDGE,22.9614487369369,91.4429962027027,94.05
N1,1000444,bridge,C,Lemua Bridge(L),22.9614487369369,91.4429962027027,98.87
N1,1000445,link,Z,Ctg 87 km,22.9561389,91.4517778,992.9970164268642
N1,1000446,link,Z,Km post missing,22.9514444,91.4600278,995.2808982096457
N1,1000447,link,Z,"Ctg 85 km,Bairyahat 10 km",22.9479997,91.4689993,732.087627630174
N1,1000448,link,Z,Road to Mounshirhat (Z1081),22.9483608,91.4761382,262.1348739495101
N1,1000449,link,Z,Km post missing,22.9484997,91.4786938,999.5539775599125
N1,1000450,bridge,A,FAZAILPUR BOXCULVERT,22.9486038666666,91.4794993833333,1.5
N1,1000451,link,Z,Ctg 83 km,22.9497497,91.4883608,989.8020365832274
N1,1000452,link,Z,Km post missing,22.9497774,91.4980274,281.89406297954497
N1,1000453,link,Z,Bridge start,22.9496663,91.5007778,204.99662478813678
N1,1000454,link,Z,Bridge end,22.949583,91.5027778,480.3887645126706
N1,1000455,bridge,B,Muhuri Bridge(L),22.9496126090047,91.502066899526,193.22
N1,1000456,bridge,B,MUHURI BRIDGE,22.9496126090047,91.502066899526,191.5
N1,1000457,link,Z,Ctg 81 kkm,22.9482774,91.50725,607.3677448615989
N1,1000458,link,Z,Road to Chhagalnaiya (Z1032),22.9439441,91.5108611,382.0459686173813
N1,1000459,link,Z,Km post missing,22.940833,91.5124444,1001.7244225256587
N1,1000460,link,Z,Km post missing,22.9329716,91.5172216,992.5494208823386
N1,1000461,link,Z,Km post missing,22.9248882,91.5213327,998.5637361940238
N1,1000462,link,Z,Km post missing,22.9167216,91.5253882,130.37345746996692
N1,1000463,link,Z,Bridge start,22.9156667,91.5259438,227.24281226000085
N1,1000464,bridge,B,DHOOM GHAT PC GIRDER,22.9149647061403,91.5262895350877,220.6
N1,1000465,bridge,A,DumGhat Bridge(L),22.9149647061403,91.5262895350877,222.43
N1,1000466,link,Z,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,22.9138056,91.5268604,640.5136168115432
N1,1000467,link,Z,Km post missing,22.9085833,91.5294993,998.9924321031544
N1,1000468,bridge,A,BUMGAT BOXCULVERT,22.9097128884012,91.5289285034482,6.1
N1,1000469,link,Z,Km post missing,22.9003333,91.5333608,102.13683084384758
N1,1000470,bridge,A,BOROYAR PARA SLUB CULVERT,22.9042462955223,91.5316297776119,3.0
N1,1000471,link,Z,End of Bituminous Pavment,22.8994441,91.5336108,615.475561857894
N1,1000472,link,Z,Road to Karerhat (R151),22.8939997,91.5346941,119.27696808335361
N1,1000473,link,Z,Start of Bituminious Pavement,22.8929719,91.5350274,93.99004393691403
N1,1000474,link,Z,Box culvert,22.8921663,91.5353052,61.111832605511964
N1,1000475,link,Z,Km post missing,22.8916386,91.5354719,999.5130572576437
N1,1000476,bridge,A,BAROYARHAT BOX CULVERT,22.8916386,91.5354719,3.0
N1,1000477,link,Z,Km post missing / Box culvert,22.8829993,91.5381663,993.8002669948728
N1,1000478,link,Z,Km post missing,22.8744438,91.5409719,977.1037992504389
N1,1000479,bridge,A,CHAIRMEN BARI BOX CULVERT,22.872722034892,91.5415958766187,2.0
N1,1000480,bridge,A,UTTOR SONAPAR BOX CULVERT,22.8746986941176,91.5408836647058,4.3
N1,1000481,link,Z,Km post missing,22.8661111,91.5439997,966.0346777366337
N1,1000482,bridge,A,MADDAM SONAPAR(1) BOX CULVERT,22.8680563702127,91.5432963340425,1.5
N1,1000483,link,Z,Km post missing,22.8575556,91.5456386,991.2112967432461
N1,1000484,bridge,A,MAMAFAKIR ASTANA SLAB CULVERT,22.8551475327433,91.5458221849557,1.5
N1,1000485,bridge,A,MAMAFOUN ASTANA CULVERT,22.8560565672727,91.5457188709091,1.5
N1,1000486,bridge,A,MADDUM SONAPHAR-3,22.8594847882591,91.5454799987854,2.0
N1,1000487,bridge,A,DHARBAR TILA CULVERT,22.8609876872509,91.5451551717131,4.3
N1,1000488,link,Z,Km post missing,22.8486663,91.5463608,401.22231606900345
N1,1000489,bridge,A,MASTANNAGOR BONCUL(1),22.8486172764705,91.5463706117647,8.5
N1,1000490,link,Z,Box culvert,22.8452219,91.5475274,230.55742089369193
N1,1000491,bridge,A,MUSTAU NOGAR(2),22.8453914894736,91.5474689210526,3.0
N1,1000492,link,Z,Box culvert,22.8432497,91.5482219,350.33361481939386
N1,1000493,bridge,A,MASTARI HAGOR 3 CULVERT,22.8434551375,91.54814955625,1.5
N1,1000494,link,Z,Km post missing,22.8401941,91.5490552,328.00849389665075
N1,1000495,bridge,A,MUSTAN NAGAR -4,22.8410943334277,91.5488096951841,3.0
N1,1000496,link,Z,Pipe culvert,22.8372497,91.5492497,661.646010410453
N1,1000497,link,Z,Km post missing,22.8313882,91.5503611,865.6863185120434
N1,1000498,bridge,A,RAIPUR (2) BOX CULVERT,22.8309613422018,91.5505028545871,4.5
N1,1000499,bridge,A,RAIPUR BOX CUL-1,22.8327467692419,91.5501035014577,3.0
N1,1000500,link,Z,Box culvert,22.8239438,91.5528333,130.45553107982812
N1,1000501,bridge,C,PURPU DURGAPURE BOX CUL,22.8243706577981,91.5526915454128,12.4
N1,1000502,link,Z,Km post missing,22.8228049,91.5531389,995.6510781425831
N1,1000503,link,Z,Km post missing,22.8141389,91.5555833,352.6504689159085
N1,1000504,link,Z,Box culvert,22.8110556,91.5563889,374.1187635716205
N1,1000505,bridge,B,MUCHIPOOL CULVERT,22.811563437647,91.5562562129411,9.5
N1,1000506,link,Z,Box culvert,22.808,91.5579167,247.68572901308406
N1,1000507,link,Z,Box culvert,22.8059722,91.5589167,3.091218960498995
N1,1000508,link,Z,Km post missing,22.8059444,91.5589167,974.8501189958716
N1,1000509,link,Z,Km post missing,22.7974719,91.5613611,969.1693118832746
N1,1000510,bridge,A,MIRSARAI BOX CUL,22.7941813523326,91.5629612622718,4.5
N1,1000511,link,Z,Box culvert,22.7896108,91.5654444,31.233407929650927
N1,1000512,link,Z,Km post missing,22.7893608,91.5655833,979.974568118452
N1,1000513,link,Z,Bridge start,22.7813327,91.5695271,13.605401165119106
N1,1000514,bridge,B,MIRAISORI BRIDGE,22.7821968918511,91.5691025661971,23.2
N1,1000515,link,Z,Km post missing,22.7812216,91.5695827,491.09110981768595
N1,1000516,link,Z,Road to Narayanhat (Z1021),22.7771104,91.5713327,474.238218418163
N1,1000517,link,Z,Box culvert,22.7732771,91.5733604,30.045824005107992
N1,1000518,bridge,A,Mirsorai(2) box culvert,22.774197092,91.5728737519999,6.0
N1,1000519,link,Z,Km post missing,22.7730271,91.5734716,890.3593800930649
N1,1000520,bridge,A,IANAINIPOL BOX CULVERT.,22.770251666098,91.5750905211087,9.7
N1,1000521,link,Z,Box culvert,22.7661944,91.5779993,98.4586952369156
N1,1000522,link,Z,Km post missing,22.7654722,91.5785549,985.5391555973806
N1,1000523,bridge,A,BOKIMTOLA BOX CULVERT,22.7630626913907,91.5804538821192,4.0
N1,1000524,link,Z,Km post missing,22.7585278,91.5845274,998.8899899572942
N1,1000525,link,Z,Km post missing,22.7513333,91.5903608,229.5198352962843
N1,1000526,bridge,A,VARTAGIA BOX CULVERT,22.7506393495689,91.5908840370689,3.0
N1,1000527,bridge,A,VARTAKA BOX CULVERT,22.7535653245121,91.5886004236585,12.9
N1,1000528,link,Z,Box culvert,22.7496386,91.5916386,755.3476736077537
N1,1000529,link,Z,Km post missing,22.7435552,91.5949163,30.042875154412478
N1,1000530,bridge,B,BOTHAGIA (-3) BOX CULVERT,22.7445136523437,91.5943998915364,8.1
N1,1000531,link,Z,Box culvert,22.7433052,91.5950274,970.7604597953876
N1,1000532,link,Z,Km post missing,22.7349997,91.5979441,1000.6857017293142
N1,1000533,link,Z,Km post missing,22.7263882,91.6007778,987.0875683425542
N1,1000534,bridge,A,NIAZAMPUR BOX CULVERT,22.723316755473,91.6024331404452,3.0
N1,1000535,link,Z,Km post missing,22.7185549,91.6053056,256.63313500720136
N1,1000536,bridge,A,MIRJAPUR BOX CULVERT,22.7178243865384,91.6057623307692,3.0
N1,1000537,link,Z,Box culvert,22.7165556,91.6065556,72.03162169135896
N1,1000538,bridge,A,MIRZAPUR (2) BOX CULVERT,22.7172707342307,91.6061084846153,3.0
N1,1000539,link,Z,Box culvert,22.716,91.6069167,207.85787874294934
N1,1000540,link,Z,"Ctg 52 km,Sitakhada 12 km",22.7143889,91.6079444,851.386666269445
N1,1000541,bridge,C,ISAMATI BOX CULVERT,22.7138727382812,91.6082352218749,19.2
N1,1000542,link,Z,Box Culvert,22.7076111,91.6118056,130.46716823541493
N1,1000543,link,Z,Km post missing,22.7065556,91.6123611,408.70989315894565
N1,1000544,link,Z,Box culvert,22.7033056,91.6142222,378.17417840242035
N1,1000545,bridge,A,DUKHIN UTHPAR BOX CULVERT,22.701816503937,91.6149734608923,19.2
N1,1000546,link,Z,Box culvert,22.7002222,91.6157778,212.1005302513742
N1,1000547,link,Z,"Ctg 50 km,Sitakanda 10 km",22.6984997,91.616666,982.2377920932767
N1,1000548,link,Z,Km post missing,22.6904163,91.6205271,638.4665435596424
N1,1000549,bridge,A,VANGGARPOL BOX CULVERT,22.6912517148148,91.6201690574074,4.2
N1,1000550,link,Z,Box culvert,22.685083,91.6228327,313.8842057921372
N1,1000551,bridge,A,BORO KAMALDA BOX CULVERT,22.6868697647058,91.6220385823529,3.2
N1,1000552,link,Z,"Ctg 48 km,Sitakanda 8 km",22.6825549,91.6241938,987.2258541362118
N1,1000553,link,Z,Km post missing,22.6743049,91.6277493,242.10305570174157
N1,1000554,bridge,A,TARAT BOX CULVERT,22.6769772991044,91.6268169453731,6.0
N1,1000555,link,Z,Box culvert,22.6722493,91.6285271,514.3518103086346
N1,1000556,link,Z,Box culvert,22.6678604,91.6301104,359.31759582539445
N1,1000557,bridge,A,Tarial Bazar Culvert,22.6699594391304,91.6293531695652,3.0
N1,1000558,link,Z,"Ctg 46 km,Sitakanda 6 km",22.6649167,91.6315549,994.1566683681623
N1,1000559,bridge,A,SATU DURUAR HAT BOX CULVERT,22.6615956814814,91.6335257425926,3.0
N1,1000560,bridge,A,MIRJA PUR (3) BOX CULVERT,22.6657838981081,91.6311293581081,3.0
N1,1000561,link,Z,Km post missing,22.6571389,91.636333,357.53903811757095
N1,1000562,link,Z,Box culvert,22.6543889,91.6381386,207.88191571080478
N1,1000563,bridge,A,RONA SORA CULVERT,22.6547124294117,91.6379261764705,3.1
N1,1000564,link,Z,Box culvert,22.6527778,91.6391663,402.63959273530656
N1,1000565,link,Z,"Ctg 44 km,Sitakanda 4 km",22.6494997,91.640833,983.6877187986871
N1,1000566,bridge,A,BOTTOL BOX CULVERT,22.6474561112311,91.6419171170626,12.4
N1,1000567,bridge,A,NUNA CHARA BOX CULVERT,22.6510709547445,91.6400341194647,4.6
N1,1000568,link,Z,Km post missing,22.641583,91.6451108,1062.1924101500754
N1,1000569,link,Z,"Ctg 42 km,Sitakanda 2 km",22.6330827,91.649833,998.1253164448792
N1,1000570,bridge,A,KACHAI POTTI BOX CULVERT,22.6343285718685,91.6492077265913,3.0
N1,1000571,bridge,A,KACHAI PATH BOX CULVERT,22.636096590965,91.648209240657,3.0
N1,1000572,link,Z,Km post missing,22.6252216,91.6545278,537.4827962070317
N1,1000573,bridge,B,UTTOR SITAKONDO BAZAR BOX CULVERT,22.6258323373493,91.6541857554217,6.1
N1,1000574,bridge,A,SITAKUNDA SLAB,22.6230461711711,91.6554672531531,3.0
N1,1000575,bridge,A,EGOL PUR BOX CULVERT,22.6281666352941,91.6527578258312,3.0
N1,1000576,link,Z,Box culvert,22.6206938,91.6563611,143.44547602116697
N1,1000577,link,Z,Bridge start,22.6194993,91.6568889,190.24863099620725
N1,1000578,link,Z,Bridge end / Box culvert,22.6180271,91.6578333,70.14603572880655
N1,1000579,link,Z,Box culvert,22.6175271,91.65825,80.30753682201134
N1,1000580,bridge,A,MOHADAB PUR BOX CULVERT,22.6177563490118,91.6580589438735,3.0
N1,1000581,link,Z,"Ctg 40 km,Sitakanda 0 km",22.6169716,91.65875,621.8434399751661
N1,1000582,bridge,A,DULAHAJRA(R),22.6149899686274,91.6602670503268,4.6
N1,1000583,bridge,A,PURBOMOHADAB PUR SLAB CULVERT(L),22.6149899686274,91.6602670503268,4.6
N1,1000584,link,Z,Box culvert,22.6123889,91.6622222,366.80913182150044
N1,1000585,bridge,A,MADICAL MORE CULVERT,22.6117556741935,91.6625686731182,3.0
N1,1000586,link,Z,Km post missing,22.6094444,91.6638333,1013.6318751267906
N1,1000587,link,Z,Ctg 38 km,22.6015833,91.6688327,204.6130792445209
N1,1000588,bridge,B,KALIAVA BOX CULVERT,22.6023506949579,91.6683367336134,4.5
N1,1000589,bridge,A,DOKHIN MOHADEB PUR BOX CULVERT,22.6038394411764,91.6673745588235,2.95
N1,1000590,link,Z,Box culvert,22.6000556,91.6699438,77.4438153138557
N1,1000591,link,Z,Box culvert,22.5994441,91.6703049,681.3584519894077
N1,1000592,bridge,B,SKM BOX CULVERT(1),22.5971665766519,91.671819207489,9.3
